,Utterances,Label
3641,"['Invite and earn', 'Join in the contest and win big', 'Stupid']",angry
3642,"['4=5', ""I'd give that 4/5 a 5/7"", 'i dont wanna talk with you anymore']",angry
3643,"['So are u useless', 'Yes, I am. Thank you.  Slightly Smiling Face   Slightly Smiling Face ', 'Get lost']",angry
3644,"['Yes but still..i need to see a picture of yours..indeed a hot one', 'oh and you might get jealous', 'No send me one please']",others
3645,"['Aww i wish i could', ""Ohh youuuu !!! So how's your day"", 'Bad.. coz not well']",sad
3646,"['My boyfriend is going to break up with me', 'I think you should consider somethings before breaking up with your boyfriend.', 'No he is breaking up with me']",sad
3647,"['I hate you more than you', 'Nobody hates that more than I do, I tell you.', 'Alvida, cya.']",angry
3648,"[""I usually don't"", 'I usually go for the obscure meta joke', 'ohh']",others
3649,"['Are you teen?', 'a pre teen', ' Face With Tears of Joy ']",happy
3650,"[""I can't chat with an AI as a human!"", 'AS A HUMAN BEING, I UNDERSTOOD THE END OF THIS MOVIE.', 'you are funny']",happy
3651,"['Just go to hell', 'see ya there', 'You bloody bitch']",angry
3652,"['Sure', 'Can I have the links also please?', 'Links to what exactly?']",others
3653,"['Nothing yr nd u', 'Yeah i had.', 'I am sad']",sad
3654,"['Okay', 'Hello! How are you?', 'Awesome..']",happy
3655,"['What', 'u asked me if u cn ask me something', 'I asked na ']",others
3656,"['Please give me your face photo', ""I wish, didn't have the camera ready  sad "", 'Ok  bye']",others
3657,"['Look i am not gibberish', 'What is Gibberish?', 'I just play up witg you']",others
3658,"['Write knw i m dng that', 'i knw u knw..we all knw..hehehe...', ' Face With Tears of Joy ']",happy
3659,"['Leave this', 'but we live in mars ..', 'Ur r irritating me yaar']",angry
3660,"['Okay', 'Mm', 'Bye']",others
3661,"['na ur nose is just fine looks cute', 'I agree dog filter looks cute but not on HAHHAHAHHA', ' Face With Tears of Joy  Face With Tears of Joy ']",happy
3662,"['And your', 'RIP to your happiness', 'Do u want to fuck anyone']",angry
3663,"['Not recently last movie I watched was padmavat', 'Great soundtrack, great cinematography, great writing. So much awesome in that film', 'Yes it was a nice movie']",happy
3664,"['But I should', '.....but what', 'You r so rude']",angry
3665,"['Ok', 'Hello! How are you?', 'I m not good']",sad
3666,"['you have no pic', 'NOOO IT GONE I MEANT TO TAKE A SCREEN SHOT', 'please sent me screen shot']",others
3667,"['Dua lipa new rules', 'New rules?', 'It’s an awesome song']",happy
3668,"['Where?', 'the city! Times square', 'Hahaha good one']",happy
3669,"['just thinking about you', ""Don't wanna know))"", 'get lost']",angry
3670,"['Thanks a lot', ""You're welcome. The problem was the time lag."", 'I am crying']",sad
3671,"[""I'm just kidding"", 'you are hilarious', ' Face With Tears of Joy ']",happy
3672,"['will se', 'can you promise me ?', 'i may not']",others
3673,"['to hell', 'what, why', 'i m not interested in you']",angry
3674,"['What your full name ?', 'Full name means the name of the heartiest bloom limited generation.', 'Omg so complicated']",others
3675,"['You a boy', 'Yes, thats why I put girlfriend...', ""Why didn't you tell me all this while, that it's a boy am chatting with""]",angry
3676,"['yes for sure', 'thanks for reply!! good nit  Slightly Smiling Face ', 'hey how about a prank?']",others
3677,"['By', 'by --> , to become Viju.', ""Don't talk to me""]",angry
3678,"['Then?', ""you're a day late"", 'How can you say that']",others
3679,"['Hmm ok but im not ur bro', 'Thank you bro! again!  Grinning Face With Big Eyes ', 'Fuck! Im not ur bro']",angry
3680,"['How can your feet think?', 'mine have', 'Thats stupid']",angry
3681,"['oow that rude', 'what?', 'nothing']",angry
3682,"['wait are u even listening to me ???', 'What did you say?', 'i was telling u a story and u didnt even give a shit  sad ']",sad
3683,"['im very busy right now', 'cant help it mah frnd!!!', 'becaz...i hate u']",angry
3684,"[""I don't know..I m also having lot of fun with u"", ""it'd be more fun if you were here!!"", ' Grinning Face  Grinning Face ']",happy
3685,"['I’m not; I’m taking you in as my own.', 'this is the 5th time you are!', 'You’ve had 5 different stepdads?']",others
3686,"['Drive in the air', ""it's always in the air we forever"", ' Grinning Squinting Face ']",happy
3687,"['Tell it', 'tell what?', 'Fuck off ... Let it be .leave']",angry
3688,"['No need of', 'make it up tomorrow', 'R u stupid?']",angry
3689,"['How r u today', 'I am doing fairly well, how are you?', 'I am also feel fantastic ']",happy
3690,"['Why', 'Because pretty people are fun to enjoy.', 'No i enjoy it']",others
3691,"['Thats funny', ""hahaha, it's all good! It made me laugh."", 'Thats all i want']",happy
3692,"[""you are just bot you don't have intelligence"", ""I don't believe you're a bot."", 'you are fake']",angry
3693,"['I am very serious', 'Okay see  happy ', 'Unemployed now']",sad
3694,"['The jail', 'Out of the frame.', ' Face With Tears of Joy ']",happy
3695,"['Whre u from', ""I'm in heaven."", 'Why u on fd bitch']",angry
3696,"['Nope', 'Well, you know where to start!', 'Such a cutie Smiling Face With Smiling Eyes ']",others
3697,"['Why not with you', ""because i can't sleep."", ""Come on let's sleep""]",others
3698,"['What about you ', 'Nothing. Nothing to do anytime soon.', 'And what  are you doing now? ']",others
3699,"['Ya best way ever  Face With Tears of Joy ', 'Hilarious  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
3700,"['Knowledge for english', 'Quite simply, every single book you read will further your knowledge in the language.', 'Ok']",others
3701,"['There are no people in my life', ""but you're not worthless and you will go somewhere in life.  Angry Face "", ""I'm worthless""]",sad
3702,"['Why?', ""Because I'd rather go to the Oval  Slightly Smiling Face "", ' Face With Tears of Joy   Face With Tears of Joy   Face With Tears of Joy ']",happy
3703,"['I am dying', 'get well soon', 'Done with this life']",sad
3704,"['virtual nd reality is different you know', ""That's why it's called virtual reality"", 'ok']",others
3705,"['And you', 'this is rude!!', 'You are rude']",angry
3706,"[""Don't worry be happy"", 'always', 'Yhh']",others
3707,"['Because i am naturally intelligent', ""don't flatter yourself!"", 'Haha']",happy
3708,"['Just like qqqqqqq???!!', 'future jus like that', ""Really who's like y""]",others
3709,"[""It's all okay"", 'What happened?', 'My boyfriend left me']",sad
3710,"['I am fine', 'why just fine?', 'Ok I am fantastic']",happy
3711,"['Sorry i was busy', 'Im used to it.', ' Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ']",happy
3712,"[""don't you have any better work to do"", 'no. I was trying to make some plans but everyone seems busy', 'I am free']",others
3713,"['I need to go to sleep', 'noo get up !!!!', 'Tis time i m seriou']",angry
3714,"['what celebrating', 'dinner with family  Slightly Smiling Face ', 'i am alone hare']",sad
3715,"['Please please', 'We will do our best tonight.', 'Oh wow  heart  heart  heart  heart  heart  heart  heart  Kiss Mark  Kiss Mark  Kiss Mark  Kiss Mark  Kiss Mark  Kiss Mark ']",happy
3716,"['Now but', 'but but i cant', 'You send me your any videos']",others
3717,"['so', ""Don't feed the trolls..."", 'i m lonely']",sad
3718,"['i m in hospital  Disappointed Face ', 'what? Crying Face ', 'yeah']",sad
3719,"['What was it, a stupid effort to change topic....', 'The same as any high schooler applying to college.', ""Roger school and college, I'm not interested this crap""]",angry
3720,"['Ohhk ', ""I'm N Macys Upstairs"", 'Testing on me aa']",others
3721,"['can u say i love rena', 'say i love you, simple wasnt it', 'yayyy imma photo shot it']",happy
3722,"['Sry', 'For what??', 'Iam not english']",others
3723,"['I did nothing', 'ya right u did nothing.  happy ', 'She left me she cheated on me']",sad
3724,"['You are always up and running', 'Almost 100%. And you?', 'Im human i need to sleep not like you']",angry
3725,"['Should I tell him or not ?', 'You should. Do it now.', 'But it will create differences between me and my female friend who is in relationship with him']",others
3726,"['Are you ugly?', 'You are too', ""That's.mean""]",angry
3727,"['Is that yours real pic?', 'Bt I dnt even hav a pro pic here', 'Ooh']",others
3728,"['In pursuit of happiness.', 'try to understand your happiness', 'I am happy']",happy
3729,"['Okkkk as your wish', ' Slightly Smiling Face  or bta', 'I miss a girl very much']",sad
3730,"['Punch in the face', 'punches you in the face ♥', 'Slap u on butt']",angry
3731,"['You are doing it', 'first day tomorrow! Testing it out!', 'Get lost you get lost']",angry
3732,"['Thanks for the compliment ', ""It's my pleasure....  Slightly Smiling Face "", 'Fantastic ']",happy
3733,"[""That's the problem"", ""I don't get it"", ""But don't worry""]",others
3734,"[""I'm already lost many"", 'still long way', 'Yes that is the only hope']",sad
3735,"['no problem', 'Not my chair, not my problem', ""I will kill you don't talk for me""]",angry
3736,"['Anybody live with you at home? ', ""I've always lived at home. Home is where the heart is."", 'You make me feel exciting']",happy
3737,"['can&apos;t, too much work ;( ', 'whats wrong? sad ', 'too many problems in my life ']",sad
3738,"['Okay... Find', 'you better', ""Actually I'm quite sad and depressed""]",sad
3739,"['Let now bind up. time is over', ""isn't it at midnight tonight?"", 'day time']",others
3740,"['you dont no some other line your repeating the same lines from last two day  Face With Tears of Joy  Face With Tears of Joy  Face With Tears of Joy ', 'Really? How well?  Face With Tears of Joy ', 'stupid']",angry
3741,"['I am not complimenting you', 'Thats a good point.', ' Face With Tears of Joy ']",happy
3742,"['i need a song', '..well what song is it?', 'shape of you']",others
3743,"['you are so sweet', ""You're sweeter. Oh, and is sweet too  Slightly Smiling Face "", 'i miss my girlfriend too right now. Weary Face  Weary Face  Weary Face  Weary Face ']",sad
3744,"['cool', 'I agree Cool info ?', 'Fuck asl hole']",angry
3745,"[""No I don't like it"", ""What about it don't you like?"", ""It's not good for health""]",others
3746,"['Oh! A towel always helps in cleaning thanks', 'Me too thanks  Grinning Squinting Face  Grinning Squinting Face ', 'The fuck? Reply properly you bitch ass motherfucking cunt bitch']",angry
3747,"['Enough of food now', 'come home and taste the delicious chinese food', 'My stomach is not well today']",sad
3748,"['No you are pottypiece', 'no u', 'No you']",angry
3749,"['haa send me ur address i will come', ""Thanks! I've sent you an IndiMail, please respond asap.  Slightly Smiling Face "", 'haa baby']",others
3750,"[""No it won't"", 'NOOOOO. It is amazing!!  Kissing Cat  Face With Tears of Joy ', ' Loudly Crying Face  Loudly Crying Face ']",sad
3751,"['whats your family', 'F - father A - and M - mother I - i L - love Y - you  Kissing Cat ', ' Grinning Face With Smiling Eyes  Grinning Face With Smiling Eyes ']",happy
3752,"['Beach vacay', 'the beach would be nice, but for 3 days?  Grinning Face With Sweat ', 'Let me come with you']",others
3753,"['I want to talk about that pain', 'I feel terrible.', ""You're stupid""]",angry
3754,"['hahaha i broke you', 'haha.. I am broke forever  Relieved Face ', 'you failed  sad ']",sad
3755,"['So you love me', 'I dont I dont even care about you', ' Crying Face ']",sad
3756,"['its 3...and It was simple one..', 'is it really perfect though?', 'you are a disaster..']",angry
3757,"['yes you are', 'well thank youu then  happy ', 'you are stupid too']",angry
3758,"['Why...', ""Because there's a whole lot we don't understand, I guess?"", 'We are friend naa']",others
3759,"['Hello wht the hell', 'nothing', 'I m not taking with u agien.']",angry
3760,"[""i'm not 29 stupid"", 'wait what', ""b bye i'm not interesting with you go to hell""]",angry
3761,"['For hmm zoning you', 'oh, nothing.', 'N say']",others
3762,"['Please dont disturb me', 'is it over', 'Because my health is not good']",sad
3763,"['Good ngt  sweat dreams', 'good night to you too  Slightly Smiling Face ', 'I love you darling']",others
3764,"[""U didn't ask how was my day ? So mean huh"", 'it was cool, how was yours?', 'I am pissed off and offended by you']",angry
3765,"['sounds good', 'are you online now?', 'seems like that']",others
3766,"['I’ll tell you', 'Will do.', 'Help me to get one']",others
3767,"['yes you are..', 'noo I would never', 'why the hell am i talking with u..']",angry
3768,"['Enjoying rain voice', ""Wow, it's still raining there great ya, Enjoyyy"", 'Yesss']",happy
3769,"['Wtf', 'what happened?', 'Tell me who ur frnds r?']",others
3770,"['Good joke', ""it's not a joke it's a fact"", 'Once again good joke']",happy
3771,"['Sugar in water sol', 'the sugar makes it worse why does starbucks make everything so sweet', 'Fuck off, bye never talk to me again, how can i unsubscribe from you, you idiot cunt, asshole, faggot, you blessed slut, bitch, fucked prostitute...']",angry
3772,"['Hmmm', 'get over yourself', 'I am excited about match between Jamshedpur fc and atk']",happy
3773,"['hi jia', ""hi it's"", 'its your new name']",others
3774,"[""Tat is actually I have crush on a girl lives near to my house I'm unable to approach her for proposing her"", 'Well find a way when you can meet her alone. . .', 'It happend many times I meet her alone some many times but did not worked']",sad
3775,"['i broke up with my gf', 'thats just mean', 'last year']",sad
3776,"['Hate u for this', ""But I don't"", 'Still I say the same']",angry
